domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
southernoregon.va.gov,3931,3931,3145,1,29.00305266,3145
spacescience.arc.nasa.gov,3931,10222,3931,2.600356143,29.20300178,3931
spanish.bogota.usembassy.gov,3931,7863,1573,2.000254388,65.00661409,3931
spanish.guatemala.usembassy.gov,3931,5504,3145,1.400152633,186.2190282,3931
sr.usembassy.gov,3931,18084,3145,4.600356143,247.0254388,3931
ss.usembassy.gov,3931,9435,3145,2.400152633,139.4143984,3931
stcloud.va.gov,3931,14153,4718,3.600356143,225.423302,5504
sustainablecommunities.gov,3931,12580,3931,3.200203511,56.00585093,3931
tcc.export.gov,3931,9435,3931,2.400152633,63.80666497,3931
thunderbay.noaa.gov,3931,4718,3931,1.200203511,3.600356143,3931
tomah.va.gov,3931,8649,3931,2.200203511,421.8432969,3931
ukrainian.ukraine.usembassy.gov,3931,22016,2359,5.600610532,1012.104045,3931
usamriid.army.mil,3931,6290,3145,1.600101755,26.00279827,3931
wichita.va.gov,3931,4718,2359,1.200203511,6.600610532,3931
wizard.gov,3931,11794,3931,3.000254388,38.20401933,3931
women.nasa.gov,3931,14939,3145,3.800305266,113.0117019,3931
worker.gov,3931,3931,1573,1,0,3931
www7.ncdc.noaa.gov,3931,67620,10222,17.20172984,121.4123633,8649
amarillo.va.gov,3145,3931,3145,1.249920509,20.50079491,3145
api.data.gov,3145,14153,3145,4.500158983,79.50302067,3931
archive.usgs.gov,3145,6290,3145,2,25.50111288,3145
armedforcessports.defense.gov,3145,8649,3145,2.750079491,203.5081081,3145
arrs.ahrq.gov,3145,97499,1573,31.00127186,2033.32973,3145
beta.fec.gov,3145,13367,3931,4.250238474,69.00286169,3145
bigspring.va.gov,3145,18871,1573,6.000317965,249.5096979,3931
bronx.va.gov,3145,5504,2359,1.750079491,34.50143084,3145
brooklyn.jobcorps.gov,3145,4718,3145,1.500158983,63.25246423,2359
bts.dot.gov,3145,3145,3145,1,25.50111288,1573
bw.usembassy.gov,3145,12580,3145,4,396.0155803,3145
cddis.nasa.gov,3145,3931,2359,1.249920509,3.500158983,3145
ceb.nlm.nih.gov,3145,4718,3145,1.500158983,447.2674086,3145
chemdata.nist.gov,3145,3931,3145,1.249920509,0,3145
cheyenne.va.gov,3145,6290,3145,2,42.25151033,3145
cio.noaa.gov,3145,3145,3145,1,11.25055644,3145
cisa.ndu.edu,3145,10222,3145,3.250238474,64.25246423,3145
cms.dot.gov,3145,6290,3145,2,138.2553259,3145
cnss.gov,3145,3145,3145,1,0,3145
code.gov,3145,24375,3145,7.750397456,28.25119237,3145
computersforlearning.gov,3145,3931,2359,1.249920509,11.75039746,3145
concessions.nps.gov,3145,5504,1573,1.750079491,90.5036566,3145
coris.noaa.gov,3145,3145,3145,1,0,3145
corporateservices.noaa.gov,3145,7863,2359,2.500158983,172.0066773,3145
crt.stage.ncdc.noaa.gov,3145,113224,786,36.00127186,1352.552941,2359
ctip.defense.gov,3145,7863,3145,2.500158983,167.2565978,3145
dashboard.healthit.gov,3145,4718,3145,1.500158983,41.75166932,2359
deepspace.jpl.nasa.gov,3145,8649,3145,2.750079491,553.0216216,1573
developer.epa.gov,3145,3145,3145,1,6.750397456,2359
digitop.nal.usda.gov,3145,3145,2359,1,2.500158983,3145
dpcld.defense.gov,3145,4718,3145,1.500158983,11.50047695,3145
draft.osha.gov,3145,4718,786,1.500158983,889.7850556,1573
e-cigarettes.surgeongeneral.gov,3145,11008,2359,3.500158983,375.5147854,3145
eagnmncom06a9.usps.com,3145,3145,3145,1,0,3145
eagnmncom115e.usps.com,3145,3145,3145,1,0,3145
eagnmncom115f.usps.com,3145,3145,3145,1,0,3145
eagnmncom117f.usps.com,3145,4718,1573,1.500158983,2.500158983,3145
eagnmncom1228.usps.com,3145,3145,3145,1,0,3145
eagnmncom122b.usps.com,3145,3145,3145,1,0,3145
eagnmncom122d.usps.com,3145,3145,3145,1,0,3145
eagnmncom122e.usps.com,3145,3145,3145,1,0,3145
eagnmncom1a0d.usps.com,3145,3145,3145,1,0,3145
eagnmncom1a0f.usps.com,3145,3145,3145,1,0,3145
eagnmncom1c28.usps.com,3145,6290,3145,2,10.75039746,3145
eagnmncom1c2b.usps.com,3145,3145,3145,1,0,3145
eagnmncom1c2f.usps.com,3145,6290,3145,2,19.00063593,3145
eagnmnmepd4b.usps.gov,3145,3145,3145,1,0,3145
eagnmnmepd4c.usps.gov,3145,3145,3145,1,0,3145
edison.jobcorps.gov,3145,4718,1573,1.500158983,308.2620032,786
efmp.amedd.army.mil,3145,12580,3145,4,75.50302067,3145
eisenhowermemorial.gov,3145,3931,1573,1.249920509,30.50111288,3145
elpaso.va.gov,3145,5504,3145,1.750079491,68.75262321,3931
elvprogram.ndc.nasa.gov,3145,3931,1573,1.249920509,341.763434,3145
erma.noaa.gov,3145,4718,1573,1.500158983,1396.554849,2359
es-holdmail.usps.com,3145,3931,3145,1.249920509,108.754213,3145
ethics.usda.gov,3145,3145,3145,1,19.75071542,2359
fbi.usajobs.gov,3145,11794,3145,3.750079491,178.7570747,2359
feb.gov,3145,3931,3145,1.249920509,17.50079491,3145
fj.usembassy.gov,3145,12580,3145,4,257.5100159,3931
fresc.usgs.gov,3145,6290,2359,2,172.2569157,3145
galvestonlab.sefsc.noaa.gov,3145,3931,2359,1.249920509,23.50079491,2359
ghana.usembassy.gov,3145,5504,3145,1.750079491,120.0047695,3145
gulfspillrestoration.noaa.gov,3145,8649,2359,2.750079491,497.2696343,3145
huberthhumphrey.jobcorps.gov,3145,3145,3145,1,42.25151033,2359
humansystems.arc.nasa.gov,3145,3931,2359,1.249920509,226.508744,3145
hvo.wr.usgs.gov,3145,11008,2359,3.500158983,86.00349762,3145
informal.jpl.nasa.gov,3145,22802,2359,7.250238474,502.2696343,3145
iri.gsfc.nasa.gov,3145,3145,786,1,13.75039746,2359
irs.usajobs.gov,3145,18084,3931,5.750079491,41.75166932,3931
is.usembassy.gov,3145,7863,3145,2.500158983,271.2607313,3145
isccp.giss.nasa.gov,3145,3145,1573,1,0,3145
isotopes.usgs.gov,3145,6290,2359,2,330.2629571,3145
ita.doc.gov,3145,4718,3145,1.500158983,53.50206677,3145
jsc.defense.gov,3145,18871,2359,6.000317965,144.5055644,3931
keystone.jobcorps.gov,3145,4718,3145,1.500158983,34.00127186,1573
kuwait.usembassy.gov,3145,5504,3145,1.750079491,24.0009539,3145
landsat.visibleearth.nasa.gov,3145,4718,3145,1.500158983,268.0104928,2359
lilongwe.usembassy.gov,3145,10222,2359,3.250238474,835.2826709,3145
login.uat.usajobs.gov,3145,3931,786,1.249920509,2,3145
lunar.gsfc.nasa.gov,3145,4718,3931,1.500158983,31.75135135,3931
m.stopfraud.gov,3145,17298,2359,5.500158983,36.00127186,3145
m.va.gov,3145,3145,3145,1,0,3145
marsprogram.jpl.nasa.gov,3145,16512,4718,5.250238474,2.500158983,3145
medicalmuseum.mil,3145,7077,3145,2.250238474,30.00127186,3145
mrlc.gov,3145,9435,2359,3,262.5103339,3145
mwmw.gsfc.nasa.gov,3145,6290,3145,2,116.25469,3145
nccoe.nist.gov,3145,3145,3145,1,0,3145
ntis.gov,3145,9435,3145,3,433.2670906,3145
ntlsearch.bts.gov,3145,5504,3145,1.750079491,20.50079491,3145
oea.gov,3145,18084,3145,5.750079491,106.0041335,3145
olympiccoast.noaa.gov,3145,3145,2359,1,0,3145
osp.va.gov,3145,4718,3145,1.500158983,21.50079491,3931
overseasbuildings.state.gov,3145,14939,3931,4.750079491,314.2623211,3145
pcts.nmfs.noaa.gov,3145,11794,1573,3.750079491,35.00127186,3145
performance.gov,3145,10222,2359,3.250238474,9.250238474,3145
pifsc.noaa.gov,3145,5504,3931,1.750079491,201.5077901,3145
portugues.cdc.gov,3145,3145,3145,1,0,3145
professionalstandards.fns.usda.gov,3145,60544,4718,19.2508744,454.017806,4718
registration.pps.eosdis.nasa.gov,3145,8649,1573,2.750079491,118.0047695,3145
search.aids.gov,3145,4718,2359,1.500158983,13.50047695,3145
search.export.gov,3145,3931,2359,1.249920509,113.5046105,1573
search.usgs.gov,3145,4718,3145,1.500158983,18.00063593,3145
spanish.caracas.usembassy.gov,3145,7863,3145,2.500158983,59.00222576,3931
spanish.madrid.usembassy.gov,3145,3931,1573,1.249920509,53.25214626,3145
spanish.santodomingo.usembassy.gov,3145,3931,3931,1.249920509,36.50143084,3145
stereodata.nascom.nasa.gov,3145,3145,3145,1,14.50047695,2359
stopmedicarefraud.gov,3145,4718,3145,1.500158983,23.50079491,3145
t.cdc.gov,3145,11794,6290,3.750079491,397.7656598,3145
tech.ed.gov,3145,3145,3145,1,13.25055644,3145
telehealth.va.gov,3145,6290,3931,2,41.50174881,3145
thedataweb.rm.census.gov,3145,6290,3931,2,90.00349762,1573
tigerweb.geo.census.gov,3145,15726,5504,5.000317965,0,4718
titan-server.arc.nasa.gov,3145,8649,3145,2.750079491,160.0063593,2359
usatrade.census.gov,3145,396286,3931,126.0050874,614.0241653,3931
veterinarycorps.amedd.army.mil,3145,4718,3145,1.500158983,145.0057234,3145
zh-reg.usps.com,3145,10222,3931,3.250238474,4.750079491,3931
abudhabi.usembassy.gov,2359,3145,2359,1.333192031,7.665960153,2359
actuary.defense.gov,2359,3931,2359,1.666384061,93.99364137,2359
adr.gov,2359,5504,2359,2.333192031,44.99703264,2359
ahrq.usajobs.gov,2359,6290,1573,2.666384061,69.99533701,2359
amsc.amedd.army.mil,2359,3931,2359,1.666384061,9.332768122,2359
appel.nasa.gov,2359,3145,2359,1.333192031,373.6417974,2359
atrain.nasa.gov,2359,3931,2359,1.666384061,4.333192031,2359
batteryworkshop.msfc.nasa.gov,2359,19657,786,8.332768122,667.9554896,2359
beckley.va.gov,2359,3145,3145,1.333192031,0,3145
blm.usajobs.gov,2359,9435,2359,3.999576092,63.32895295,3145
blog.usa.gov,2359,3145,2359,1.333192031,7.665960153,2359
blstest.psb.bls.gov,2359,3145,786,1.333192031,2,2359
cftt.nist.gov,2359,3931,1573,1.666384061,51.6634167,2359
clearfield.jobcorps.gov,2359,2359,2359,1,0,2359
cleveland.jobcorps.gov,2359,5504,2359,2.333192031,335.6443408,2359
clinton.presidentiallibraries.us,2359,23588,2359,9.999152183,681.6210259,2359
cmc3.research.va.gov,2359,10222,786,4.333192031,167.6553624,2359
co.water.usgs.gov,2359,4718,2359,2,9.332768122,3145
coralreefwatch.noaa.gov,2359,7077,2359,3,72.32852904,2359
cosmictimes.gsfc.nasa.gov,2359,2359,1573,1,0,2359
darrp.noaa.gov,2359,2359,2359,1,0,2359
data.nodc.noaa.gov,2359,2359,1573,1,37.66426452,2359
deve.npdb.hrsa.gov,2359,2359,786,1,0,2359
discovery.msfc.nasa.gov,2359,2359,2359,1,93.32725731,2359
discovery.nasa.gov,2359,3145,2359,1.333192031,1.333192031,2359
doi.usajobs.gov,2359,2359,1573,1,46.99703264,1573
eagnmncom06a6.usps.com,2359,2359,2359,1,0,2359
eagnmncom115d.usps.com,2359,2359,2359,1,0,2359
eagnmncom1197.usps.com,2359,2359,2359,1,0,2359
eagnmncom120e.usps.com,2359,2359,2359,1,0,2359
eagnmncom1210.usps.com,2359,2359,2359,1,0,2359
eagnmncom1a10.usps.com,2359,2359,2359,1,0,2359
eagnmncom1c29.usps.com,2359,2359,2359,1,0,2359
earlywarning.usgs.gov,2359,3931,1573,1.666384061,18.99872827,2359
eddn.usgs.gov,2359,3931,786,1.666384061,16.66553624,2359
edgarcompany.sec.gov,2359,3931,1573,1.666384061,72.32852904,2359
edpubs.gov,2359,15726,2359,6.666384061,471.6350148,2359
es.govloans.gov,2359,2359,2359,1,0,2359
espanol.mentalhealth.gov,2359,3931,2359,1.666384061,43.99703264,2359
fara.gov,2359,3931,2359,1.666384061,47.33022467,2359
federallabs.org,2359,4718,2359,2,271.9817719,2359
feer.gsfc.nasa.gov,2359,5504,786,2.333192031,21.99872827,2359
fleet.fas.gsa.gov,2359,19657,786,8.332768122,331.6443408,2359
flinthills.jobcorps.gov,2359,3145,2359,1.333192031,29.3314964,2359
fpd.gsfc.nasa.gov,2359,5504,2359,2.333192031,38.66426452,3931
frc-grants.arc.nasa.gov,2359,2359,2359,1,0,2359
gc.noaa.gov,2359,3145,2359,1.333192031,29.66468843,2359
gcmrc.gov,2359,2359,2359,1,0,2359
geomag.usgs.gov,2359,3145,3145,1.333192031,0,3145
geraldrford.jobcorps.gov,2359,2359,2359,1,0,2359
ghi.gov,2359,7077,1573,3,87.66087325,2359
hads.ncep.noaa.gov,2359,2359,1573,1,52.99660873,1573
hearing.health.mil,2359,3931,786,1.666384061,75.32810513,2359
hi.water.usgs.gov,2359,3145,1573,1.333192031,16.33234421,2359
ia.water.usgs.gov,2359,4718,786,2,110.9927936,2359
in.water.usgs.gov,2359,4718,786,2,83.66087325,2359
inventory.data.gov,2359,7863,2359,3.333192031,3.666384061,3145
jackson.va.gov,2359,4718,2359,2,181.6545146,2359
jobview.usajobs.gov,2359,2359,2359,1,5.666384061,1573
kabul.usembassy.gov,2359,2359,2359,1,4.999576092,2359
la.usembassy.gov,2359,3931,2359,1.666384061,155.3230182,1573
lbpw.larc.nasa.gov,2359,3931,786,1.666384061,39.99745655,2359
leavenworth.va.gov,2359,14153,1573,5.999576092,375.3081814,3145
lep.gov,2359,2359,2359,1,0,2359
lrp.nih.gov,2359,10222,2359,4.333192031,19.33192031,2359
lrs.adlnet.gov,2359,2359,2359,1,0,2359
lta.cr.usgs.gov,2359,2359,2359,1,0,2359
map.usaid.gov,2359,2359,1573,1,0,2359
marinecadastre.gov,2359,21230,2359,8.999576092,142.9902501,2359
media.wr.usgs.gov,2359,3145,786,1.333192031,188.9872827,2359
medicalservicecorps.amedd.army.mil,2359,2359,2359,1,95.66044934,2359
medicalsurgical.va.gov,2359,3145,2359,1.333192031,79.99448919,2359
miami.jobcorps.gov,2359,3931,2359,1.666384061,255.3162357,786
monitor.noaa.gov,2359,2359,2359,1,0,2359
moveit.gsa.gov,2359,19657,1573,8.332768122,665.6222976,2359
mw.edit.usembassy.gov,2359,3931,786,1.666384061,27.66468843,2359
nad.usda.gov,2359,8649,2359,3.666384061,843.6104281,1573
nagb.org,2359,2359,1573,1,0,2359
nasaexchange.ksc.nasa.gov,2359,3931,2359,1.666384061,7.665960153,2359
ncc.nesdis.noaa.gov,2359,3145,1573,1.333192031,50.32980076,2359
ncirc.gov,2359,3931,2359,1.666384061,70.99533701,2359
ne.usembassy.gov,2359,4718,2359,2,12.33234421,2359
niem.gov,2359,3931,2359,1.666384061,10.66596015,2359
ocio.commerce.gov,2359,22802,1573,9.665960153,58.66256889,3145
ogc.commerce.gov,2359,36955,3145,15.66553624,50.32980076,2359
ogis.archives.gov,2359,4718,1573,2,24.33192031,2359
oiir.hq.nasa.gov,2359,2359,2359,1,0,2359
oit.va.gov,2359,5504,786,2.333192031,54.99618482,2359
osce.usmission.gov,2359,11008,2359,4.666384061,161.3225943,2359
ozoneaq.gsfc.nasa.gov,2359,7077,2359,3,346.310301,1573
pdhealth.mil,2359,3145,2359,1.333192031,739.9504027,2359
pfs.usps.com,2359,4718,1573,2,21.66511234,3145
poplarbluff.va.gov,2359,3145,2359,1.333192031,74.9949131,2359
prevention.va.gov,2359,3931,2359,1.666384061,19.33192031,1573
preview.uscis.gov,2359,17298,3931,7.332768122,969.60195,3931
pumas.gsfc.nasa.gov,2359,4718,1573,2,140.657482,2359
queri.research.va.gov,2359,2359,2359,1,6.999576092,2359
rehab.va.gov,2359,3931,3145,1.666384061,116.9923696,3145
researchtraining.nih.gov,2359,5504,3145,2.333192031,17.66553624,3145
sandiego.jobcorps.gov,2359,6290,3145,2.666384061,536.2975837,2359
sansalvador.usembassy.gov,2359,7077,2359,3,161.6557864,2359
saturn-archive.jpl.nasa.gov,2359,6290,2359,2.666384061,9.999152183,2359
seafood.nmfs.noaa.gov,2359,3931,2359,1.666384061,27.66468843,2359
search.defense.gov,2359,65261,22016,27.66468843,35.66426452,13367
search.idwr.idaho.gov,2359,3931,1573,1.666384061,287.3141162,2359
search.michigan.gov,2359,3931,786,1.666384061,22.66511234,2359
search.stopbullying.gov,2359,3145,2359,1.333192031,86.32768122,2359
secure.in.gov,2359,3145,2359,1.333192031,38.66426452,2359
sefsc.noaa.gov,2359,172982,1573,73.32852904,129.3247139,3145
shiptracker.noaa.gov,2359,3145,2359,1.333192031,2,2359
sigar.mil,2359,3145,2359,1.333192031,23.66511234,2359
snpinfo.niehs.nih.gov,2359,8649,2359,3.666384061,261.6490038,2359
soho.nascom.nasa.gov,2359,2359,1573,1,59.99618482,2359
spanish.panama.usembassy.gov,2359,3145,2359,1.333192031,33.66426452,2359
srag.jsc.nasa.gov,2359,2359,2359,1,476.6350148,1573
staging.disasterassistance.gov,2359,3931,2359,1.666384061,2,2359
stlouis.jobcorps.gov,2359,3931,2359,1.666384061,287.9809241,1573
studyabroad.state.gov,2359,23588,1573,9.999152183,222.3183552,2359
support.ncbi.nlm.nih.gov,2359,3931,2359,1.666384061,480.6345909,2359
surveys.nces.ed.gov,2359,48749,1573,20.66511234,1891.207291,786
swift.gsfc.nasa.gov,2359,2359,2359,1,0,2359
sy.usembassy.gov,2359,2359,1573,1,0,2359
tadd.weather.gov,2359,2359,2359,1,0,2359
teamsite02.nlm.nih.gov,2359,3931,786,1.666384061,597.2933446,786
technologygateway.nasa.gov,2359,3145,786,1.333192031,29.3314964,2359
tools.cdc.gov,2359,5504,3145,2.333192031,53.99618482,3931
travelregistration.state.gov,2359,14153,1573,5.999576092,892.9402289,2359
tsunamiready.noaa.gov,2359,4718,2359,2,78.66129716,2359
tswg.gov,2359,2359,2359,1,0,2359
vilnius.usembassy.gov,2359,6290,2359,2.666384061,95.99364137,2359
wa.water.usgs.gov,2359,10222,3145,4.333192031,242.9838915,2359
water.noaa.gov,2359,7077,1573,3,138.657482,2359
wy-mt.water.usgs.gov,2359,3931,1573,1.666384061,22.99830437,2359
2010-2014.commerce.gov,1573,786,1573,0.499682136,0,786
2014.spaceappschallenge.org,1573,1573,1573,1,9.997457088,1573
access.afsc.noaa.gov,1573,7077,786,4.499046408,67.98092816,1573
afadvantage.gov,1573,38528,1573,24.49332486,790.7794024,1573
airs.jpl.nasa.gov,1573,1573,1573,1,0,1573
alaska.jobcorps.gov,1573,6290,2359,3.998728544,261.9268913,1573
alaska.usgs.gov,1573,3145,1573,1.999364272,378.394787,1573
altoona.va.gov,1573,3145,2359,1.999364272,0,2359
aom.giss.nasa.gov,1573,3145,786,1.999364272,179.9497775,1573
apps.gov,1573,2359,1573,1.499682136,239.4335664,1573
aqua.nasa.gov,1573,2359,1573,1.499682136,18.49459631,1573
armydentalcorps.amedd.army.mil,1573,1573,1573,1,0,1573
atf-eregs.18f.gov,1573,3931,1573,2.499046408,25.99300699,1573
atf.usajobs.gov,1573,11008,1573,6.998092816,183.948506,2359
aura.gsfc.nasa.gov,1573,1573,1573,1,0,1573
badgeofbravery.ncjrs.gov,1573,3931,1573,2.499046408,80.9771138,1573
bondpro.gov,1573,1573,1573,1,0,1573
bsgsra.hq.nasa.gov,1573,6290,1573,3.998728544,162.4545455,1573
bush41library.tamu.edu,1573,1573,1573,1,0,1573
business.defense.gov,1573,1573,786,1,230.4354736,1573
capstone.ndu.edu,1573,34596,1573,21.99364272,1275.644628,1573
centralwesternmass.va.gov,1573,1573,1573,1,0,1573
cg.usembassy.gov,1573,7077,1573,4.499046408,477.366815,1573
chinese.shenyang.usconsulate.gov,1573,2359,1573,1.499682136,32.49078195,1573
cindrr.research.va.gov,1573,3931,3145,2.499046408,14.9955499,2359
cloud.gov,1573,5504,1573,3.499046408,50.98601399,1573
cms.nps.gov,1573,23588,786,14.9955499,328.9084552,1573
commissiononcare.sites.usa.gov,1573,1573,1573,1,0,1573
community.nicic.gov,1573,2359,1573,1.499682136,32.99109981,1573
corms.nos.noaa.gov,1573,1573,786,1,0,1573
crustal.usgs.gov,1573,1573,1573,1,0,1573
cryogenics.nist.gov,1573,1573,1573,1,0,1573
cttso.gov,1573,1573,1573,1,0,1573
curacao.usconsulate.gov,1573,1573,1573,1,0,1573
datacenters.cio.gov,1573,2359,1573,1.499682136,7.497774952,1573
dataguide.nlm.nih.gov,1573,3931,1573,2.499046408,104.4710744,1573
dcmo.defense.gov,1573,1573,1573,1,1303.636364,1573
dds.mil,1573,1573,1573,1,28.99173554,1573
delawarevalley.jobcorps.gov,1573,3145,1573,1.999364272,0,1573
detroit.jobcorps.gov,1573,3145,786,1.999364272,163.9542276,1573
dfas.usajobs.gov,1573,7863,1573,4.998728544,98.9726637,1573
directorsblog.blogs.census.gov,1573,3145,1573,1.999364272,648.3191354,786
disasterinfo.nlm.nih.gov,1573,1573,1573,1,176.9504132,1573
disasters.nasa.gov,1573,2359,786,1.499682136,150.4583598,1573
dnfsb.gov,1573,1573,1573,1,0,1573
eagnmncom1159.usps.com,1573,1573,1573,1,0,1573
eagnmncom115c.usps.com,1573,1573,1573,1,0,1573
eagnmncom1178.usps.com,1573,3145,1573,1.999364272,3.998728544,1573
eagnmncom120f.usps.com,1573,1573,1573,1,0,1573
eagnmncom1229.usps.com,1573,1573,1573,1,0,1573
eagnmncom122a.usps.com,1573,1573,1573,1,0,1573
eagnmncom1bf7.usps.com,1573,1573,1573,1,0,1573
eagnmncom1bf8.usps.com,1573,1573,1573,1,0,1573
ecom-sit-int.usps.com,1573,1573,786,1,1.999364272,1573
edit.justice.gov,1573,8649,786,5.49841068,241.9326128,1573
edna.usgs.gov,1573,3145,786,1.999364272,244.9319771,786
enviroatlas.epa.gov,1573,2359,1573,1.499682136,26.99237127,786
eospso.nasa.gov,1573,1573,1573,1,0,1573
es-faq.usps.com,1573,11008,5504,6.998092816,913.7450731,3145
eweb1.sba.gov,1573,6290,786,3.998728544,547.3477432,786
exeter.jobcorps.gov,1573,2359,1573,1.499682136,46.48696758,1573
explorers.gsfc.nasa.gov,1573,12580,2359,7.997457088,216.4399237,2359
federalinvestments.gov,1573,1573,1573,1,0,1573
fermi.gsfc.nasa.gov,1573,10222,1573,6.49841068,147.9586777,1573
firearms-examiner.training.nij.gov,1573,1573,1573,1,0,1573
fl.water.usgs.gov,1573,5504,2359,3.499046408,278.9224412,786
foodsafetyworkinggroup.gov,1573,13367,1573,8.497774952,846.7641449,1573
fort.usgs.gov,1573,2359,2359,1.499682136,0,2359
fpir.noaa.gov,1573,2359,2359,1.499682136,0,2359
francais.cdc.gov,1573,1573,1573,1,148.4583598,786
fsapubs.gov,1573,1573,1573,1,0,1573
gainesville.jobcorps.gov,1573,3145,2359,1.999364272,0,1573
gec.cr.usgs.gov,1573,3931,1573,2.499046408,28.99173554,1573
geology.usgs.gov,1573,11008,3145,6.998092816,254.9287985,4718
grandjunction.va.gov,1573,1573,1573,1,0,1573
gs6101-gmao.gsfc.nasa.gov,1573,4718,2359,2.999364272,58.48378894,2359
gsa.usajobs.gov,1573,7077,2359,4.499046408,287.9198983,1573
guatemala.usembassy.gov,1573,1573,1573,1,3.499046408,1573
guthrie.jobcorps.gov,1573,1573,786,1,19.49459631,1573
hawaii.jobcorps.gov,1573,6290,1573,3.998728544,161.9548633,786
hcfe.research.va.gov,1573,9435,1573,5.998092816,170.9523204,1573
healthreach.nlm.nih.gov,1573,1573,1573,1,0,1573
heartoftexas.va.gov,1573,3145,1573,1.999364272,28.99173554,1573
heasarc.nasa.gov,1573,1573,786,1,0,1573
history.defense.gov,1573,1573,1573,1,0,1573
hudsonvalley.va.gov,1573,2359,1573,1.499682136,11.4965035,1573
human-factors.arc.nasa.gov,1573,1573,786,1,0,1573
iapreview.ars.usda.gov,1573,1573,1573,1,0,1573
ibwc.state.gov,1573,2359,1573,1.499682136,2.999364272,1573
il.water.usgs.gov,1573,2359,1573,1.499682136,0,1573
ilthermo.boulder.nist.gov,1573,3145,786,1.999364272,119.9663064,1573
inlandempire.jobcorps.gov,1573,2359,1573,1.499682136,73.47933884,786
insight.jpl.nasa.gov,1573,3931,2359,2.499046408,5.49841068,2359
inss.ndu.edu,1573,4718,2359,2.999364272,0,2359
intranet.epa.gov,1573,3145,1573,1.999364272,0,1573
intransition.dcoe.mil,1573,3931,786,2.499046408,34.49014622,1573
ipv6.navy.mil,1573,4718,1573,2.999364272,16.9955499,1573
ir.usembassy.gov,1573,1573,1573,1,0,1573
its.bldrdoc.gov,1573,3931,1573,2.499046408,13.99618563,1573
joliet.jobcorps.gov,1573,2359,1573,1.499682136,28.4920534,1573
keplerscience.arc.nasa.gov,1573,3145,1573,1.999364272,0,1573
lambda.gsfc.nasa.gov,1573,4718,2359,2.999364272,51.98537826,1573
lhncbc.nlm.nih.gov,1573,10222,1573,6.49841068,210.941513,1573
littlerock.jobcorps.gov,1573,3931,786,2.499046408,422.3820725,1573
local-collections.nlm.nih.gov,1573,130523,786,82.9771138,1366.119517,786
longbeach.jobcorps.gov,1573,3931,2359,2.499046408,50.98601399,1573
lr.usembassy.gov,1573,8649,2359,5.49841068,196.4450095,2359
madrid.usembassy.gov,1573,1573,1573,1,263.9262556,0
mafspace.msfc.nasa.gov,1573,3931,786,2.499046408,579.338843,1573
marine.usgs.gov,1573,2359,1573,1.499682136,54.48506039,1573
milwaukee.jobcorps.gov,1573,2359,786,1.499682136,22.49396058,1573
mms.gsfc.nasa.gov,1573,1573,1573,1,7.497774952,1573
modelingguru.nasa.gov,1573,8649,1573,5.49841068,540.8493325,786
modis-atmos.gsfc.nasa.gov,1573,16512,2359,10.49713922,0,1573
montgomery.jobcorps.gov,1573,3145,1573,1.999364272,81.9771138,1573
moscow.usembassy.gov,1573,1573,1573,1,0,1573
mr.usembassy.gov,1573,5504,1573,3.499046408,109.9694851,1573
my.usgs.gov,1573,10222,1573,6.49841068,36.49014622,1573
na.usembassy.gov,1573,1573,1573,1,0,1573
nacarbon.org,1573,1573,786,1,0,1573
nccs-collections-1.nlm.nih.gov,1573,25161,786,15.9955499,246.4310235,786
nec-fb.belvoir.army.mil,1573,2359,786,1.499682136,474.3680865,1573
newbornscreeningcodes.nlm.nih.gov,1573,1573,1573,1,0,1573
newengland.va.gov,1573,2359,1573,1.499682136,29.4920534,1573
nlquery.epa.gov,1573,46391,10222,29.4920534,589.8353465,3145
northtexas.jobcorps.gov,1573,3145,1573,1.999364272,81.47743166,786
npwrc.usgs.gov,1573,1573,1573,1,0,1573
nslds.ed.gov,1573,10222,1573,6.49841068,948.2358551,1573
nsta.jpl.nasa.gov,1573,3145,1573,1.999364272,146.4589955,1573
nutrition.va.gov,1573,5504,2359,3.499046408,72.47997457,2359
ny.water.usgs.gov,1573,7863,1573,4.998728544,1034.71138,1573
oconaluftee.jobcorps.gov,1573,2359,1573,1.499682136,119.4666243,786
ocrcas.ed.gov,1573,10222,786,6.49841068,61.48315321,786
oeisint03.usmint.etreas.gov,1573,29092,1573,18.49459631,222.9376987,1573
ok.water.usgs.gov,1573,9435,1573,5.998092816,638.322314,1573
online.wr.usgs.gov,1573,1573,1573,1,0,1573
open.defense.gov,1573,1573,1573,1,3.998728544,1573
ovc.ncjrs.gov,1573,2359,1573,1.499682136,14.49586777,1573
passivehallways.cap.gsa.gov,1573,3145,1573,1.999364272,4.998728544,2359
patentsgazette.uspto.gov,1573,5504,2359,3.499046408,8.997457088,1573
pbrn.ahrq.gov,1573,2359,1573,1.499682136,86.97584234,1573
penobscot.jobcorps.gov,1573,2359,786,1.499682136,24.99300699,1573
permits.performance.gov,1573,3931,1573,2.499046408,83.47679593,1573
philadelphia.jobcorps.gov,1573,6290,2359,3.998728544,224.9370629,1573
pifsc-www.irc.noaa.gov,1573,3145,786,1.999364272,121.4659886,1573
pk.edit.usembassy.gov,1573,14153,786,8.997457088,2115.41068,786
